"City","OtherName","Country","Latitude","Longitude","Certainty","year","population"
"Venice","","Italy","45.440847","12.315514",1,"AD_1624",156000
"Warsaw","","Poland","52.22977","21.01178",1,"AD_1624",48000
"Baeza","","Spain","37.99384","-3.47103",1,"AD_1625",17000
"Hangzhou","Hangchow","China","30.25","120.166667",2,"AD_1625",275000
"Mexico City","Tenochtitlan","Mexico","19.42847","-99.12766",1,"AD_1625",60000
"Palermo","","Italy","38.115689","13.361267",1,"AD_1625",136000
"Rabat","","Morocco","34.01325","-6.83255",1,"AD_1625",50000
"Troyes","","France","48.3","4.08333",1,"AD_1625",24000
"Lisbon","","Portugal","38.71667","-9.13333",1,"AD_1626",126000
"Pskov","","Russian Federation","57.8136","28.3496",1,"AD_1626",2660
"Surat","","India","21.19594","72.83023",1,"AD_1626",90000
"Zaragoza","","Spain","41.648792","-0.889581",1,"AD_1626",24000
"Barcelona","","Spain","41.38879","2.15899",1,"AD_1627",43000
"Lahore","","Pakistan","31.54972","74.34361",1,"AD_1627",500000
"Bordeaux","","France","44.84044","-0.5805",1,"AD_1628",36000
"Esfahan","Isfahan","Iran","32.651389","51.679192",1,"AD_1628",325000
"Mandu","Mandavgad","India","22.36667","75.38333",2,"AD_1628",40000
"Milan","","Italy","45.465453","9.198786",1,"AD_1628",118000
"Prague","","Austria","50.08804","14.42076",1,"AD_1628",43523
"Tehran","Teheran","Iran","35.69439","51.42151",1,"AD_1628",27500
"Florence","Firenze","Italy","43.771033","11.248",1,"AD_1629",70000
"Guatemala City","Iximche","Guatemala","14.64072","-90.51327",1,"AD_1629",26000
"Oaxaca","","Mexico","17.07108","-96.71914",1,"AD_1629",10000
"Bantam","Batu Besar","Indonesia","-6.405369","106.064081",1,"AD_1630",50000
"Brescia","","Italy","45.52478","10.22727",1,"AD_1630",28000
"Marseille","","France","43.29695","5.38107",1,"AD_1630",48000
"Middelburg","","Netherlands","51.5","3.61389",1,"AD_1630",26000
"Toledo","","Spain","39.862831","-4.027322",1,"AD_1630",20000
"Brussel","Brussels","Belgium","50.85045","4.34878",1,"AD_1631",30000
"Lahore","","Pakistan","31.54972","74.34361",1,"AD_1631",84000
"Magdeburg","","Germany","52.130808","11.628878",1,"AD_1631",25000
"Shenyang","Fengtien, Mukden","China","41.79222","123.43278",1,"AD_1631",200000
"Turin","","Italy","45.07049","7.68682",1,"AD_1631",40000
"Augsberg","Ausburg","Germany","48.371444","10.898239",1,"AD_1632",90000
"Belgrade","Beograd","Serbia","44.80401","20.46513",1,"AD_1632",40000
"Brescia","","Italy","45.52478","10.22727",1,"AD_1632",20010
"Hugli-Chuchura","Chinsurah, Hooghly, Hooghly-Chinsura","India","22.9","88.39",2,"AD_1632",65000
"Kyoto","","Japan","35.02107","135.75385",1,"AD_1632",410098
"Lyon","","France","45.74846","4.84671",1,"AD_1632",30000
"Nurnberg","N¸rnberg, Nuremberg","Germany","49.452031","11.07675",1,"AD_1632",28000
"Patna","","India","25.610533","85.14145",1,"AD_1632",100000
"Rotterdam","","Netherlands","51.9225","4.47917",1,"AD_1632",30000
"Valletta","Valetta","Malta","35.89972","14.51472",1,"AD_1632",21075
"Cuttack","","India","20.46497","85.87927",1,"AD_1633",60000
"Hiroshima","","Japan","34.396775","132.460017",1,"AD_1633",56000
"Kagoshima","","Japan","31.5966","130.557183",1,"AD_1633",48000
"Puri","Jagganath","India","19.810556","85.831389",2,"AD_1633",36000
"Algiers","","Algiers","36.7525","3.04197",1,"AD_1634",100000
"Mexico City","Tenochtitlan","Mexico","19.42847","-99.12766",1,"AD_1634",40000
"Augsberg","Ausburg","Germany","48.371444","10.898239",1,"AD_1635",16432
"Konigsberg","Kaliningrad, Kˆnigsberg ","Germany","54.716667","20.516667",2,"AD_1635",33000
"Macao","","China","22.1667","113.55",1,"AD_1635",35000
"Recife","Pernambuco","Brazil","-8.05389","-34.88111",1,"AD_1635",7000
"Astrakhan","Atil, Itil","Russian Federation","46.366681","48.083239",1,"AD_1636",18000
"Ayutthaya","Ayutia","Thailand","14.35","100.55",2,"AD_1636",120000
"Puebla"," Puebla de Zaragoza","Mexico","19.0514","-98.2178",1,"AD_1636",50000
"Sofia","","Bulgaria","42.69751","23.32415",1,"AD_1636",40000
"Texcoco","Tezcoco","Mexico","19.504422","-98.891425",2,"AD_1636",2000
"Achin","Aceh","Indonesia","5.55","95.316667",3,"AD_1637",60000
"Changsha","","China","28.196111","112.972222",1,"AD_1637",37000
"Paris","","France","48.856614","2.352222",1,"AD_1637",412000
"Vienna","Wien","Austria","48.20849","16.37208",1,"AD_1637",60000
"Agra","","India","27.18333","78.01667",1,"AD_1638",400000
"Ahmedabad","Asawal","India","23.039568","72.566004",1,"AD_1638",266000
"Baghdad","Bagdad","Iraq","33.34058","44.40088",1,"AD_1638",30000
"Granada","","Spain","37.177336","-3.598558",1,"AD_1638",45000
"Vellore","","India","12.9184","79.13255",1,"AD_1638",95000
"Bijapur","","India","16.82442","75.71537",1,"AD_1639",300000
"Lisbon","","Portugal","38.71667","-9.13333",1,"AD_1639",165000
"Tours","","France","47.38333","0.68333",1,"AD_1639",22000
"Tzintzuntzan","","Mexico","19.62903","-101.57857",1,"AD_1639",1000
"Asuncion","AsunciÛn ","Paraguay","-25.30066","-57.63591",1,"AD_1640",4000
"Bucharest","","Romania","44.43225","26.10626",1,"AD_1640",60000
"Chinkiang","Zhenjiang","China","32.2","119.416667",2,"AD_1640",39811
"Cochin","","India","9.93988","76.26022",1,"AD_1640",56000
"Copenhagen","","Denmark","55.67594","12.56553",1,"AD_1640",29850
"Dhaka","Dacca","India","23.709921","90.407143",1,"AD_1640",150000
"Diu","Dui","India","21.081554","76.091401",3,"AD_1640",50000
"Hannover","","Germany","52.37052","9.73322",1,"AD_1640",10000
"Kerman","","Iran","30.28321","57.07879",1,"AD_1640",45000
"Louveigne","Louvain, LouveignÈ ","Belgium","50.877572","4.704328",2,"AD_1640",12649
"Ruse","Rustchuk","Bulgaria","43.835572","25.965656",2,"AD_1640",24000
"Toulouse","","France","43.60426","1.44367",1,"AD_1640",42000
"Varanasi","Benares","India","25.317645","82.973914",2,"AD_1640",50000
"Ayacucho","Guamanga, Huamanga","Peru","-13.1615","-74.22154",1,"AD_1641",20000
"Konigsberg","Kaliningrad, Kˆnigsberg ","Germany","54.716667","20.516667",2,"AD_1641",33000
"Kaifeng","Bienliang, Pienliang","China","34.7986","114.30742",1,"AD_1642",80000
"Pisa","","Italy","43.71553","10.39659",1,"AD_1642",12902
"Aberdeen","","United Kingdom","57.14369","-2.09814",1,"AD_1643",8750
"Brussel","Brussels","Belgium","50.85045","4.34878",1,"AD_1643",60000
"Grenoble","","France","45.16667","5.71667",1,"AD_1643",14000
"Amber","Amer","India","26.985847","75.888251",3,"AD_1644",84000
"Chinkiang","Zhenjiang","China","32.2","119.416667",2,"AD_1644",44256
"Orleans","OrlÈans","France","47.902964","1.90925",1,"AD_1644",24000
"Seville","","Spain","37.388097","-5.982331",1,"AD_1644",120000
"Xuzhou","Suchow, Suifu, Hsuchow","China","34.26","117.21",1,"AD_1644",73961
"Amsterdam","","Netherlands","52.37403","4.88969",1,"AD_1645",145000
"Antwerp","Antwerpen ","Belgium","51.219217","4.402883",1,"AD_1645",56948
"Kolar","","India","13.13671","78.12917",1,"AD_1645",40000
"Lucca","","Italy","43.84357","10.50585",1,"AD_1645",25000
"Nagara","Bednur, Bidanur","India","13.824","75.034",3,"AD_1645",48000
"Clermont","","France","45.7831","3.0824",2,"AD_1646",9000
"Cordoba","Cordova, CÛrdoba","Spain","38.046133","-4.893564",2,"AD_1646",34000
"Jaen","JaÈn ","Spain","37.76922","-3.79028",1,"AD_1646",18000
"Kazan","","Russian Federation","55.790278","49.134722",2,"AD_1646",6000
"Medina del Campo","","Spain","41.31239","-4.91413",1,"AD_1646",3000
"Murcia","","Spain","37.98704","-1.13004",1,"AD_1646",19000
"Salamanca","","Spain","40.970103","-5.663539",1,"AD_1646",14000
"Toledo","","Spain","39.862831","-4.027322",1,"AD_1646",25000
"Valladolid","","Spain","41.65518","-4.72372",1,"AD_1646",15000
"Guangzhou","Canton","China","23.11667","113.25",1,"AD_1647",200000
"Taiyuan","","China","37.87059","112.548879",1,"AD_1647",75000
"Bijapur","","India","16.82442","75.71537",1,"AD_1648",340000
"Lecce","","Italy","40.35703","18.17202",1,"AD_1648",22000
"Padua","","Italy","45.406436","11.876761",1,"AD_1648",32714
"Chengdu","","China","30.66667","104.06667",1,"AD_1649",120000
"Fuzhou","Fuchow, Hokchiu, Fujian province","China","26.076111","119.306389",1,"AD_1649",84000
"Nanchang","","China","28.68333","115.88333",1,"AD_1649",45000
"Nizhniy Novgorod","Nishny Novgorod, Gorkiy","Russian Federation","56.3269","44.0075",1,"AD_1649",14000
"Achin","Aceh","Indonesia","5.55","95.316667",3,"AD_1650",60000
"Agra","","India","27.18333","78.01667",1,"AD_1650",120000
"Ahmedabad","Asawal","India","23.039568","72.566004",1,"AD_1650",275000
"Aleppo","","Syria","36.216667","37.166667",1,"AD_1650",64000
"Algiers","","Algiers","36.7525","3.04197",1,"AD_1650",100000
"Amber","Amer","India","26.985847","75.888251",3,"AD_1650",84000
"Amsterdam","","Netherlands","52.37403","4.88969",1,"AD_1650",165000
"Arakan","Rakhine","Myanmar","19.810092","93.987842",1,"AD_1650",90000
"Ayutthaya","Ayutia","Thailand","14.35","100.55",2,"AD_1650",125000
"Barcelona","","Spain","41.38879","2.15899",1,"AD_1650",59000
"Basra","Basrah","Iraq","30.5","47.816667",2,"AD_1650",60000
"Beijing","Peking","China","39.9075","116.39723",1,"AD_1650",470000
"Benin","Oedo","Nigeria","6.339081","5.626483",2,"AD_1650",60000
"Bijapur","","India","16.82442","75.71537",1,"AD_1650",340000
"Brussel","Brussels","Belgium","50.85045","4.34878",1,"AD_1650",63000
"Bukhara","Bokhara","Uzbekistan","39.765869","64.422347",1,"AD_1650",90000
"Bursa","Brusa","Turkey","40.19266","29.08403",1,"AD_1650",60000
"Cairo","Fostat, Fustat","Egypt","30.06263","31.24967",1,"AD_1650",175000
"Changsha","","China","28.196111","112.972222",1,"AD_1650",40000
"Damascus","","Syria","33.5102","36.29128",1,"AD_1650",65000
"Dhaka","Dacca","India","23.709921","90.407143",1,"AD_1650",100000
"Edinburgh","","United Kingdom","55.95206","-3.19648",1,"AD_1650",48000
"Edirne","Adrianople","Turkey","41.681808","26.562269",1,"AD_1650",120000
"Esfahan","Isfahan","Iran","32.651389","51.679192",1,"AD_1650",350000
"Fez","Fes","Morocco","34.033333","-5.01",1,"AD_1650",70000
"Florence","Firenze","Italy","43.771033","11.248",1,"AD_1650",66000
"Gdansk","Danzig","Poland","54.352025","18.64663",2,"AD_1650",77000
"Genova","Genoa","Italy","44.40565","8.946256",1,"AD_1650",72000
"Guangzhou","Canton","China","23.11667","113.25",1,"AD_1650",200000
"Guiyang","Gwiyang, Kweiyang","China","26.647661","106.630154",1,"AD_1650",34000
"Hangzhou","Hangchow","China","30.25","120.166667",2,"AD_1650",281000
"Huancavelica","","Peru","-12.78542","-74.97501",1,"AD_1650",22000
"Hugli-Chuchura","Chinsurah, Hooghly, Hooghly-Chinsura","India","22.9","88.39",2,"AD_1650",60000
"Hyderabad","","India","17.38405","78.45636",1,"AD_1650",80000
"Inwa","Ava","Myanmar","21.857353","95.981936",1,"AD_1650",60000
"Istanbul","Constantinople, Byzantium","Turkey","41.005275","28.976944",1,"AD_1650",700000
"Jodhpur","","India","26.26841","73.00594",1,"AD_1650",60000
"Katsina","","Nigeria","12.98943","7.60063",1,"AD_1650",60000
"Kilwa","","Tanzania","-9.149644","38.987675",2,"AD_1650",12500
"Lahore","","Pakistan","31.54972","74.34361",1,"AD_1650",360000
"Leiden","Leyden","Netherlands","52.15833","4.49306",1,"AD_1650",63000
"Liege"," LiËge ","Belgium","50.63373","5.56749",1,"AD_1650",33000
"Lisbon","","Portugal","38.71667","-9.13333",1,"AD_1650",170000
"London","","United Kingdom","51.511214","-0.119825",1,"AD_1650",410000
"Lyon","","France","45.74846","4.84671",1,"AD_1650",80000
"Madras","","India","13.08784","80.27847",1,"AD_1650",15000
"Madrid","","Spain","40.416775","-3.703789",1,"AD_1650",125000
"Marrakech","Marrakesh","Morocco","31.63416","-7.99994",1,"AD_1650",125000
"Middelburg","","Netherlands","51.5","3.61389",1,"AD_1650",30000
"Milan","","Italy","45.465453","9.198786",1,"AD_1650",105000
"Moscow","","Russian Federation","55.75222","37.61556",1,"AD_1650",105000
"Nagoya","","Japan","35.181447","136.906397",1,"AD_1650",68000
"Nanjing","Nanking","China","32.05","118.766667",1,"AD_1650",178000
"Naples","","Italy","40.851775","14.268122",1,"AD_1650",265000
"Ningbo","Yinhsien, Ningpo","China","29.866667","121.55",2,"AD_1650",65000
"Nkazargamu","Gasreggomo, Birni, Kazargamu","Nigeria","13.047222","12.227778",3,"AD_1650",60000
"Osaka","","Japan","34.693216","135.502082",1,"AD_1650",346000
"Oyo","Katunga","Nigeria","7.85","3.93333",1,"AD_1650",60000
"Palermo","","Italy","38.115689","13.361267",1,"AD_1650",132000
"Paris","","France","48.856614","2.352222",1,"AD_1650",455000
"Plovdiv","Philippopolis","Bulgaria","42.15","24.75",1,"AD_1650",27000
"Qazvin","Kazvin","Iran","36.26877","50.0041",1,"AD_1650",60000
"Quito","","Ecuador","-0.22985","-78.52495",1,"AD_1650",31500
"Recife","Pernambuco","Brazil","-8.05389","-34.88111",1,"AD_1650",11000
"Rome","","Italy","41.89474","12.4839",1,"AD_1650",110000
"Rouen","","France","49.44313","1.09932",1,"AD_1650",81000
"Salvador","Sao Salvador, Bahia","Brazil","-12.97111","-38.51083",1,"AD_1650",10000
"Seoul","Hanyang","Republic of Korea","37.56826","126.97783",1,"AD_1650",150000
"Serres","Serrai, Seres","Greece","41.090922","23.541319",1,"AD_1650",27000
"Smyrna","Izmir","Turkey","38.41273","27.13838",1,"AD_1650",75000
"Sofia","","Bulgaria","42.69751","23.32415",1,"AD_1650",31000
"Srinagar","","India","34.08842","74.80298",1,"AD_1650",115000
"Strasbourg","Strassburg","France","48.58342","7.74296",1,"AD_1650",20000
"Surat","","India","21.19594","72.83023",1,"AD_1650",125000
"Suzhou","Soochow","China","31.3","120.6",1,"AD_1650",128000
"Taiyuan","","China","37.87059","112.548879",1,"AD_1650",27339
"Targoviste","Tirgovishtea, T‚rgoviste ","Romania","44.924167","25.456667",1,"AD_1650",60000
"Tokyo","Yedo, Edo","Japan","35.6895","139.69171",1,"AD_1650",500000
"Udaipur","","India","24.57127","73.691544",3,"AD_1650",60000
"Ujjain","","India","23.18239","75.77643",3,"AD_1650",65000
"Venice","","Italy","45.440847","12.315514",1,"AD_1650",134000
"Vienna","Wien","Austria","48.20849","16.37208",1,"AD_1650",65000
"Vilnius","Vilna","Lithuania","54.683333","25.283333",1,"AD_1650",45000
"Wuhan","Wuchang","China","30.58333","114.26667",1,"AD_1650",75000
"Xiamen","Amoy, Hsiamen","China","24.47979","118.08187",1,"AD_1650",60000
"Xian","Sian, Changan, Xi'an","China","34.341485","108.940404",1,"AD_1650",147000
"Xuzhou","Suchow, Suifu, Hsuchow","China","34.26","117.21",1,"AD_1650",73000
"Yangzhou","Yangchow","China","32.4","†119.416667",2,"AD_1650",58000
"Zaragoza","","Spain","41.648792","-0.889581",1,"AD_1650",28000
"Dundee","","United Kingdom","56.5","-2.96667",1,"AD_1651",8047
"Tainan City","Taiwan","China","22.983333","120.18333",3,"AD_1651",40000
"Baghdad","Bagdad","Iraq","33.34058","44.40088",1,"AD_1652",14000
"Messina","","Italy","38.19327","15.54969",1,"AD_1653",47000
"Poznan","Posen","Poland","52.40692","16.92993",1,"AD_1653",21000
"Nagoya","","Japan","35.181447","136.906397",1,"AD_1654",68000
"Tula","","Russian Federation","54.107722","37.573261",1,"AD_1654",2568
"Bucharest","","Romania","44.43225","26.10626",1,"AD_1655",50000
"Frankfurt am Main","","Germany","50.110922","8.682128",1,"AD_1655",12500
"Nagara","Bednur, Bidanur","India","13.824","75.034",3,"AD_1655",78000
"Prizren","Frizren","Serbia","42.21389","20.73972",1,"AD_1655",16000
"Rajmahal","","India","25.05303","87.83048",3,"AD_1655",100000
"Ulm","","Germany","48.39841","9.99155",1,"AD_1656",2000
"Varna","","Bulgaria","43.21667","27.91667",1,"AD_1656",20000
"Vicenza","","Italy","45.545478","11.535422",1,"AD_1656",16000
"Angers","","France","47.46667","-0.55",1,"AD_1657",28000
"Barcelona","","Spain","41.38879","2.15899",1,"AD_1657",64000
"Hangzhou","Hangchow","China","30.25","120.166667",2,"AD_1657",281851
"Izmail","Ismail","Romania","45.351667","28.836389",2,"AD_1657",10000
"Santiago","","Chile","-33.45","-70.666667",1,"AD_1657",4918
"Suzhou","Soochow","China","31.3","120.6",1,"AD_1657",127000
"Agra","","India","27.18333","78.01667",1,"AD_1658",120000
"Jodhpur","","India","26.26841","73.00594",1,"AD_1658",60000
"Medina","Madinah ","Saudi Arabia","24.4609","39.620189",1,"AD_1658",37000
"Cork","","Ireland","51.89797","-8.47061",1,"AD_1659",4826
"Leiden","Leyden","Netherlands","52.15833","4.49306",1,"AD_1659",70000
"Limerick","","Ireland","52.6653","-8.630497",1,"AD_1659",3105
"Madrid","","Spain","40.416775","-3.703789",1,"AD_1659",129653
"Ruse","Rustchuk","Bulgaria","43.835572","25.965656",2,"AD_1659",25000
"Dordrecht","","Netherlands","51.81","4.67361",1,"AD_1660",17000
"Fuzhou","Fuchow, Hokchiu, Fujian province","China","26.076111","119.306389",1,"AD_1660",54730
"Glasgow","","United Kingdom","55.86515","-4.25763",1,"AD_1660",14678
"Jinan","Tsinan","China","36.650997","117.120497",1,"AD_1660",52120
"Marseille","","France","43.29695","5.38107",1,"AD_1660",52000
"Srinagar","","India","34.08842","74.80298",1,"AD_1660",135000
"Basra","Basrah","Iraq","30.5","47.816667",2,"AD_1661",60000
"Martaban","Mottama","Myanmar","16.52834","97.6157",1,"AD_1661",45000
"Mumbai","Bombay","India","19.07283","72.88261",1,"AD_1661",10000
"Quilon","","India","8.88","76.6",3,"AD_1661",35000
"Sendai","","Japan","38.266667","140.866667",1,"AD_1661",58000
"Skopje","Uskub, Skoplje","Serbia","41.99646","21.43141",1,"AD_1661",50000
"Xiamen","Amoy, Hsiamen","China","24.47979","118.08187",1,"AD_1661",90000
"Amsterdam","","Netherlands","52.37403","4.88969",1,"AD_1662",200000
"Gurgaon","Gargaon","India","28.459497","77.026638",3,"AD_1662",54000
"Baghdad","Bagdad","Iraq","33.34058","44.40088",1,"AD_1663",16000
"Stockholm","","Sweden","59.33258","18.0649",1,"AD_1663",40000
"Surat","","India","21.19594","72.83023",1,"AD_1663",100000
"Ulm","","Germany","48.39841","9.99155",1,"AD_1663",2000
"Athens","","Greece","37.97945","23.71622",1,"AD_1664",22000
"Diyarbakir","Diarbekr","Turkey","37.914411","40.230628",1,"AD_1664",30000
"Kanazawa","","Japan","36.561325","136.656206",1,"AD_1664",55106
"Smyrna","Izmir","Turkey","38.41273","27.13838",1,"AD_1664",90000
"Bratislava","Pozsony, Pressburg","Slovakia","48.145892","17.107136",2,"AD_1665",15000
"Guangzhou","Canton","China","23.11667","113.25",1,"AD_1665",116000
"Hanoi","H‡ Noi","Vietnam","21.033333","105.85",1,"AD_1665",35000
"Osaka","","Japan","34.693216","135.502082",1,"AD_1665",338128
"Xian","Sian, Changan, Xi'an","China","34.341485","108.940404",1,"AD_1665",147109
"Brunn","Brno","Austria","49.2","16.6167",2,"AD_1666",9000
"Delhi","","India","28.65381","77.22897",1,"AD_1666",400000
"Nanjing","Nanking","China","32.05","118.766667",1,"AD_1666",173000
"Barcelona","","Spain","41.38879","2.15899",1,"AD_1667",60000
"Lyon","","France","45.74846","4.84671",1,"AD_1667",117000
"Okayama","","Japan","34.661753","133.916667",1,"AD_1667",43000
"Benin","Oedo","Nigeria","6.339081","5.626483",2,"AD_1668",65000
"Athens","","Greece","37.97945","23.71622",1,"AD_1669",9000
"Bari","","Italy","41.117142","16.871872",1,"AD_1669",11000
"Diu","Dui","India","21.081554","76.091401",3,"AD_1669",18000
"Iraklion","Irakleion, Candia. Heraklion","Greece","35.338736","25.144214",1,"AD_1669",11700
"Lecce","","Italy","40.35703","18.17202",1,"AD_1669",15000
"Lille","","France","50.628442","3.054975",1,"AD_1669",64000
"Warsaw","","Poland","52.22977","21.01178",1,"AD_1669",14400
"Cologne","Koln, Coln","Germany","50.937531","6.960278",1,"AD_1670",37000
"Hannover","","Germany","52.37052","9.73322",1,"AD_1670",7000
"Patna","","India","25.610533","85.14145",1,"AD_1670",170000
"Srinagar","","India","34.08842","74.80298",1,"AD_1670",130000
"Feodosia","Kaffa, Theodosia, Feodosiya, Caffa","Russian Federation","45.048889","35.379167",2,"AD_1671",20000
"Patna","","India","25.610533","85.14145",1,"AD_1671",170000
"Diu","Dui","India","21.081554","76.091401",3,"AD_1672",18000
"Hue","","Vietnam","16.46667","107.6",1,"AD_1672",54000
"Qazvin","Kazvin","Iran","36.26877","50.0041",1,"AD_1672",60000
"Qum","Kum, Qom, Com","Iran","34.64","50.876389",2,"AD_1672",37000
"Tours","","France","47.38333","0.68333",1,"AD_1672",60000
"Utrecht","","Netherlands","52.09083","5.12222",1,"AD_1672",17000
"Esfahan","Isfahan","Iran","32.651389","51.679192",1,"AD_1673",360000
"Jakarta","Batavia","Indonesia","-6.21462","106.84513",1,"AD_1673",33687
"Masulipatam","","India","16.18438","81.134933",1,"AD_1673",30000
"Tabriz","","Iran","38.08","46.2919",1,"AD_1673",75000
"Tripoli","","Libya","32.876175","13.187508",1,"AD_1673",20000
"Tunis","","Tunisia","36.818811","10.165961",1,"AD_1673",60000
"Bejaia","Bougie, BÈjaÔa","Algeria","36.75","5.066667",2,"AD_1674",3000
"Mumbai","Bombay","India","19.07283","72.88261",1,"AD_1674",60000
"Bursa","Brusa","Turkey","40.19266","29.08403",1,"AD_1675",55000
"Gelibolu","Gallipoli","Turkey","40.333333","26.499992",1,"AD_1675",18000
"La Paz","","Bolivia","-16.5","-68.15",1,"AD_1675",12600
"Metz","","France","49.11911","6.17269",1,"AD_1675",28000
"Paris","","France","48.856614","2.352222",1,"AD_1675",540000
"Rotterdam","","Netherlands","51.9225","4.47917",1,"AD_1675",45000
"Smyrna","Izmir","Turkey","38.41273","27.13838",1,"AD_1675",111000
"Ferrara","","Italy","44.82678","11.62071",1,"AD_1676",28000
"Mantova","Mantua","Italy","45.156417","10.791375",1,"AD_1676",21238
"Hiroshima","","Japan","34.396775","132.460017",1,"AD_1677",51000
"Edinburgh","","United Kingdom","55.95206","-3.19648",1,"AD_1678",35000
"Oruro","","Bolivia","-17.98333","-67.15",1,"AD_1678",37960
"Puebla"," Puebla de Zaragoza","Mexico","19.0514","-98.2178",1,"AD_1678",69800
"Aleppo","","Syria","36.216667","37.166667",1,"AD_1679",66000
"Bogota","Bacata, Funza, Bogot·","Columbia","4.598056","-74.075833",1,"AD_1680",15000
"Bologna","","Italy","44.49381","11.33875",1,"AD_1680",65002
"Delft","","Netherlands","52.00667","4.35556",1,"AD_1680",24000
"Hamburg","","Germany","53.57532","10.01534",1,"AD_1680",54000
"Metz","","France","49.11911","6.17269",1,"AD_1680",28000
"The Hague","s-Gravenhage","Netherlands","52.070492","4.300694",1,"AD_1680",24000
"Catania","","Italy","37.50213","15.08719",1,"AD_1681",14000
"Cossimbazar","Kasimbazar","India","24.1167","88.2833",3,"AD_1681",46000
"Delhi","","India","28.65381","77.22897",1,"AD_1681",60000
"Genova","Genoa","Italy","44.40565","8.946256",1,"AD_1681",65000
"Hangzhou","Hangchow","China","30.25","120.166667",2,"AD_1681",292420
"Mexico City","Tenochtitlan","Mexico","19.42847","-99.12766",1,"AD_1681",75000
"Allada","Ardra","Benin","6.66547","2.15138",1,"AD_1682",40000
"Amsterdam","","Netherlands","52.37403","4.88969",1,"AD_1682",187000
"Benin","Oedo","Nigeria","6.339081","5.626483",2,"AD_1682",65000
"Dublin","","Ireland","53.33306","-6.24889",1,"AD_1682",64483
"Magdeburg","","Germany","52.130808","11.628878",1,"AD_1682",8000
"Nimes","NÓmes ","France","43.83333","4.35",1,"AD_1682",18000
"Paris","","France","48.856614","2.352222",1,"AD_1683",559000
"Vienna","Wien","Austria","48.20849","16.37208",1,"AD_1683",90000
"Kagoshima","","Japan","31.5966","130.557183",1,"AD_1684",49096
"Amsterdam","","Netherlands","52.37403","4.88969",1,"AD_1685",212000
"Madrid","","Spain","40.416775","-3.703789",1,"AD_1685",105000
"Ningbo","Yinhsien, Ningpo","China","29.866667","121.55",2,"AD_1685",71000
"Orleans","OrlÈans","France","47.902964","1.90925",1,"AD_1685",48000
"Rouen","","France","49.44313","1.09932",1,"AD_1685",80000
"Brussel","Brussels","Belgium","50.85045","4.34878",1,"AD_1686",75000
"Budapest","","Hungary","47.49801","19.03991",1,"AD_1686",29000
"Cremona","","Italy","45.13617","10.02797",1,"AD_1686",23000
"Guatemala City","Iximche","Guatemala","14.64072","-90.51327",1,"AD_1686",30000
"Agades","","Niger","16.966667","7.983333",1,"AD_1687",50000
"Besancon","BesanÁon ","France","47.24878","6.01815",1,"AD_1687",14209
"Achin","Aceh","Indonesia","5.55","95.316667",3,"AD_1688",48000
"Chinkiang","Zhenjiang","China","32.2","119.416667",2,"AD_1688",60000
"Florence","Firenze","Italy","43.771033","11.248",1,"AD_1688",66000
"Huai'an","Huaian, Hwaian","China","33.5","119.133333",1,"AD_1688",50000
"Milan","","Italy","45.465453","9.198786",1,"AD_1688",113000
"Naples","","Italy","40.851775","14.268122",1,"AD_1688",186759
"Ulm","","Germany","48.39841","9.99155",1,"AD_1688",5000
"Yangzhou","Yangchow","China","32.4","†119.416667",2,"AD_1688",45000
"Cologne","Koln, Coln","Germany","50.937531","6.960278",1,"AD_1689",36000
"Achin","Aceh","Indonesia","5.55","95.316667",3,"AD_1690",48000
"Budapest","","Hungary","47.49801","19.03991",1,"AD_1690",18000
"Gent","Ghent","Belgium","51.053469","3.730378",1,"AD_1690",52000
"Istanbul","Constantinople, Byzantium","Turkey","41.005275","28.976944",1,"AD_1690",750000
"Kukukhoto","Kweihwa, Kweisui, Huhehot","China","40.842585","111.749181",2,"AD_1690",56000
"London","","United Kingdom","51.511214","-0.119825",1,"AD_1690",527000
"Lyon","","France","45.74846","4.84671",1,"AD_1690",105700
"Marrakech","Marrakesh","Morocco","31.63416","-7.99994",1,"AD_1690",25000
"Palermo","","Italy","38.115689","13.361267",1,"AD_1690",126000
"Taiyuan","","China","37.87059","112.548879",1,"AD_1690",31735
"Medina del Campo","","Spain","41.31239","-4.91413",1,"AD_1692",4000
"Alexandria","","Egypt","31.200092","29.918739",1,"AD_1693",15000
"Edirne","Adrianople","Turkey","41.681808","26.562269",1,"AD_1693",90000
"Gelibolu","Gallipoli","Turkey","40.333333","26.499992",1,"AD_1693",6000
"Norwich","","United Kingdom","52.62783","1.29834",1,"AD_1693",28881
"Burgos","","Spain","42.35","-3.7",1,"AD_1694",9000
"Cadiz","","Spain","36.52978","-6.29465",1,"AD_1694",31000
"Cartagena","","Spain","37.625683","-0.996583",1,"AD_1694",12000
"Cordoba","Cordova, CÛrdoba","Spain","38.046133","-4.893564",2,"AD_1694",27000
"Ecija","…cija ","Spain","37.5422","-5.0826",1,"AD_1694",10000
"Kunming","Yunnanfu","China","25.03889","102.71833",1,"AD_1694",38946
"Murcia","","Spain","37.98704","-1.13004",1,"AD_1694",25000
"Nagoya","","Japan","35.181447","136.906397",1,"AD_1694",69000
"Rouen","","France","49.44313","1.09932",1,"AD_1694",60000
"Salamanca","","Spain","40.970103","-5.663539",1,"AD_1694",12000
"Segovia","","Spain","40.943564","-4.113003",1,"AD_1694",8000
